Name,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Casper,Return_to_owner,Dog,Neutered Male,4 years,Chihuahua Longhair/Maltese,White
Newton,Adoption,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan/Black
nan,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
nan,Adoption,Dog,Neutered Male,6 months,Belgian Malinois,Brown/Black
nan,Transfer,Dog,Intact Female,8 months,Catahoula Mix,Chocolate/White
nan,Transfer,Cat,Intact Female,5 months,Domestic Shorthair Mix,Blue Tabby
Button,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Intact Male,1 week,Domestic Shorthair Mix,Orange Tabby
Kio,Euthanasia,Dog,Neutered Male,12 years,Pit Bull Mix,White/Black
Diamond,Adoption,Dog,Spayed Female,1 month,Rat Terrier Mix,White/Black
nan,Transfer,Dog,Intact Female,4 months,Siberian Husky Mix,Gray/Black
Bo,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/White
King,Return_to_owner,Dog,Neutered Male,7 years,German Shepherd/Alaskan Malamute,White/Tan
Candy,Transfer,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Black
Barney,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever/Alaskan Husky,Yellow/White
nan,Transfer,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
nan,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
Rabbit,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
Katja,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie
Ida,Adoption,Dog,Spayed Female,1 year,Boxer Mix,White
nan,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
Ranger,Return_to_owner,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/White
nan,Adoption,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Sable
Max,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,White/Brown Tabby
nan,Transfer,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black
nan,Transfer,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black
nan,Transfer,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Buff
Quincy,Return_to_owner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue/White
Anthrosol,Return_to_owner,Dog,Neutered Male,7 years,Papillon Mix,Black
Jake,Return_to_owner,Dog,Neutered Male,5 years,German Shorthair Pointer Mix,Chocolate
nan,Euthanasia,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle
The General,Adoption,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray/White
Chaparro,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
Tater Tot,Adoption,Dog,Intact Male,1 year,Cairn Terrier Mix,Black/Tan
nan,Transfer,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
Louise,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown
Nyx,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
nan,Transfer,Dog,Neutered Male,5 years,Great Pyrenees,White
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
Alice,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
Moses,Transfer,Dog,Neutered Male,10 years,Boxer Mix,Red/Black
Barbara,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
Jack,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
Cooper,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
Daisy,Adoption,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Tricolor
nan,Euthanasia,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
Sancho,Return_to_owner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Tan
Martha,Euthanasia,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
nan,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue
nan,Adoption,Dog,Spayed Female,2 months,Vizsla Mix,Red/White
Olaf,Return_to_owner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Cream
Kari,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
Frisco,Return_to_owner,Dog,Neutered Male,10 years,Chihuahua Shorthair/Dachshund,Tan/White
Peter,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
Sonny,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan
Butch,Adoption,Dog,Neutered Male,2 months,Shih Tzu,Chocolate/White
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
Lucky,Euthanasia,Dog,Unknown,4 years,Rat Terrier Mix,White/Tricolor
Benny,Return_to_owner,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
Leska,Return_to_owner,Dog,Spayed Female,4 years,Weimaraner Mix,Fawn/White
nan,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue Tabby
Ian,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White
nan,Adoption,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Tan
Lexi,Adoption,Dog,Spayed Female,6 months,Pointer/Labrador Retriever,Black/White
Princess,Adoption,Cat,Spayed Female,9 months,Domestic Shorthair Mix,White/Gray Tabby
Pearl,Adoption,Cat,Intact Female,1 month,Siamese Mix,Seal Point
Harry,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
Rosco,Return_to_owner,Dog,Intact Male,1 year,Dachshund Mix,Brown
Elsie,Return_to_owner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby
Dancer,Adoption,Dog,Spayed Female,1 year,Pit Bull/Labrador Retriever,Black/White
Dino,Return_to_owner,Dog,Intact Male,2 years,Chihuahua Shorthair/Dachshund,Black/Tan
nan,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Tortie
nan,Adoption,Dog,Neutered Male,14 years,Miniature Poodle/Shih Tzu,White/Black
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
Dexter,Transfer,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby/White
Cosmo,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
Angel,Adoption,Cat,Spayed Female,2 years,Domestic Longhair Mix,Calico
Kako,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
nan,Euthanasia,Dog,Intact Male,2 years,Pit Bull Mix,Black
Serena,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
Dolly,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Torbie
Sugar Mama,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
Jalepeno,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
nan,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
nan,Transfer,Cat,Intact Female,7 months,Snowshoe Mix,Calico Point
nan,Adoption,Dog,Neutered Male,2 months,Standard Poodle Mix,Black/White
John,Return_to_owner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White
Daddy,Return_to_owner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
Shiner,Adoption,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown/White
Curry,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
Girlie,Adoption,Dog,Spayed Female,12 years,Rat Terrier,Tricolor
Chocolate,Transfer,Cat,Intact Female,4 weeks,Siamese Mix,Chocolate Point
Pradagy,Return_to_owner,Dog,Intact Female,3 years,Pit Bull Mix,Blue
Kona,Adoption,Dog,Spayed Female,5 months,Labrador Retriever/Flat Coat Retriever,Black
Sandman,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Brown
nan,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Orange Tabby
Skylar,Adoption,Dog,Spayed Female,2 years,German Shepherd,White
Sheba,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
Khaleesi,Adoption,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black
nan,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
Princess,Adoption,Dog,Spayed Female,8 years,Carolina Dog Mix,Red
Rex,Return_to_owner,Dog,Neutered Male,4 years,German Shepherd Mix,Black/Tan
Ashley,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
Prince,Died,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
nan,Euthanasia,Cat,Unknown,3 years,Domestic Shorthair Mix,Brown Tabby
Marie,Adoption,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black
nan,Transfer,Dog,Intact Male,2 months,Cardigan Welsh Corgi Mix,Sable
nan,Adoption,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black/White
Lady,Return_to_owner,Dog,Spayed Female,6 years,Shiba Inu Mix,Red
Reggie,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
nan,Euthanasia,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Brown
nan,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
nan,Adoption,Dog,Spayed Female,3 years,Bichon Frise,White
nan,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black
Pinky,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
Riley,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
Rajah,Return_to_owner,Dog,Neutered Male,2 years,Siberian Husky,Red/White
Cooper,Adoption,Dog,Neutered Male,8 years,German Shepherd Mix,Black/Tan
Bumper,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Orange Tabby
Vicky,Return_to_owner,Dog,Spayed Female,3 years,Dachshund Mix,Red/Black
Max,Return_to_owner,Dog,Neutered Male,3 years,Border Collie Mix,White/Black
Maggie,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
Leyah,Adoption,Dog,Spayed Female,2 months,Border Collie Mix,Black/White
nan,Euthanasia,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby
Johnny,Return_to_owner,Dog,Neutered Male,10 years,Miniature Pinscher Mix,Chocolate/Tan
nan,Adoption,Dog,Spayed Female,2 months,Basset Hound/Pointer,Black/White
Juniper,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
nan,Transfer,Dog,Intact Male,1 month,Australian Kelpie Mix,Sable/White
nan,Transfer,Cat,Intact Female,6 years,Domestic Medium Hair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
Cosco,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor
nan,Transfer,Cat,Unknown,2 months,Domestic Shorthair Mix,Brown Tabby
Leonidas,Adoption,Dog,Neutered Male,5 years,Alaskan Husky,White/Black
nan,Transfer,Dog,Intact Male,1 month,Jack Russell Terrier Mix,Sable
Mambo,Return_to_owner,Dog,Neutered Male,4 years,Toy Poodle Mix,Black
Leo,Return_to_owner,Dog,Neutered Male,4 years,Manchester Terrier Mix,Tricolor
Koko,Return_to_owner,Dog,Spayed Female,2 years,Dachshund Mix,Brown Brindle
nan,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue
Tanzy,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
nan,Transfer,Cat,Unknown,7 months,Domestic Shorthair Mix,Black/White
Oreo,Return_to_owner,Dog,Neutered Male,7 months,Labrador Retriever Mix,Tricolor/White
Peaches,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
Ninja,Return_to_owner,Dog,Neutered Male,5 years,Miniature Schnauzer Mix,Black
Piglet,Adoption,Dog,Spayed Female,2 months,Labrador Retriever/Border Collie,Black/White
Rudy,Adoption,Dog,Neutered Male,1 year,Chinese Sharpei,Brown
Mr. Blue,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby
Perla,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White
Korra,Adoption,Dog,Spayed Female,3 months,Dachshund Mix,Brown/Black
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
James Bond,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
nan,Adoption,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
Gunner,Return_to_owner,Dog,Neutered Male,2 years,Chow Chow Mix,Buff
Lilly,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White
Madeline,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown Brindle/White
nan,Return_to_owner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
Pippy,Return_to_owner,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/Brown
Cheetah,Adoption,Dog,Spayed Female,1 month,Labrador Retriever/Australian Shepherd,Black/White
Bear,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black
Owen,Died,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
Tashi,Transfer,Dog,Neutered Male,7 years,Smooth Fox Terrier Mix,Tricolor
Lucy,Transfer,Dog,Spayed Female,11 months,Basset Hound Mix,Brown/White
nan,Adoption,Dog,Neutered Male,10 months,Pit Bull Mix,Black Brindle/White
Maya,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
nan,Transfer,Dog,Intact Male,3 weeks,Chihuahua Shorthair,Cream/White
Pepper,Return_to_owner,Cat,Spayed Female,4 years,Domestic Medium Hair Mix,Tortie
Shanti,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
Jade,Transfer,Dog,Spayed Female,5 years,Siberian Husky Mix,Sable
Cooper,Return_to_owner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan
Toby,Adoption,Dog,Neutered Male,3 years,Staffordshire,Red/White
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
Tyson,Return_to_owner,Dog,Neutered Male,12 years,Rottweiler Mix,Black/Brown
nan,Transfer,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Blue
Jumbo,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream/White
Blu,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Tan
Kelvi,Adoption,Dog,Spayed Female,5 years,Border Collie Mix,Black/White
nan,Transfer,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Brown Merle
nan,Euthanasia,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
nan,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
nan,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
nan,Adoption,Dog,Neutered Male,4 months,Cairn Terrier Mix,Tan/White
Sissy,Euthanasia,Dog,Intact Female,1 year,Australian Kelpie Mix,Brown/White
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
Willie,Adoption,Cat,Neutered Male,2 years,Siamese Mix,Lynx Point
Tyson,Transfer,Dog,Neutered Male,1 year,Catahoula Mix,Fawn/White
Pugster,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pug,Chocolate/Tan
Hayes,Adoption,Dog,Neutered Male,4 years,Boxer,Brown/Black
nan,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
nan,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
nan,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
Puma,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
Chocolate,Return_to_owner,Dog,Neutered Male,4 years,Dachshund Mix,Red
nan,Transfer,Cat,Unknown,3 days,Domestic Medium Hair Mix,Black
nan,Euthanasia,Dog,Intact Female,8 years,Chinese Sharpei Mix,Brown
Scooby,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
Mandy,Return_to_owner,Dog,Intact Female,10 years,Miniature Poodle Mix,White
nan,Euthanasia,Cat,Unknown,1 month,Siamese Mix,Lynx Point
Jack,Euthanasia,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,7 months,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
nan,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Cream Tabby/White
Romeo,Transfer,Dog,Neutered Male,1 year,Dachshund Mix,Tan/White
Allie,Adoption,Dog,Spayed Female,4 years,English Bulldog Mix,Brown Brindle/White
nan,Transfer,Cat,Intact Male,1 day,Domestic Shorthair Mix,White
Zoey,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
Diamond,Adoption,Dog,Spayed Female,8 months,German Shepherd Mix,Black/Tan
June,Return_to_owner,Dog,Spayed Female,8 months,German Shepherd Mix,Sable
Brayson,Adoption,Dog,Neutered Male,5 years,Miniature Poodle,White
nan,Adoption,Dog,Spayed Female,6 months,Pit Bull,Black/White
Stanley,Euthanasia,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Black
nan,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Buff/Tan
Lily,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Merle
Minnie,Transfer,Dog,Intact Female,5 months,Dachshund/Labrador Retriever,Brown Brindle
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
Artemis,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Dog,Neutered Male,3 years,Pekingese/Cavalier Span,Red/White
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
Pamplemousse,Adoption,Cat,Spayed Female,2 months,Snowshoe Mix,Seal Point/White
Jorge,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Tan
Sitka,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
Toffee,Transfer,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan
Oso,Return_to_owner,Dog,Neutered Male,4 years,German Shepherd,Black/Brown
Copper,Return_to_owner,Dog,Neutered Male,6 years,Australian Shepherd Mix,Blue Merle/White
Phoebe,Adoption,Dog,Spayed Female,2 months,Rat Terrier Mix,Tricolor
Loverboy,Transfer,Dog,Neutered Male,5 years,Lhasa Apso Mix,Black/White
nan,Transfer,Dog,Intact Female,7 months,Rat Terrier Mix,Tricolor
Daisy,Adoption,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black
Reggie,Return_to_owner,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff
nan,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
Storm,Adoption,Dog,Spayed Female,4 months,Beagle/Rat Terrier,Tricolor
nan,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Cream Tabby/White
nan,Euthanasia,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
Riley,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
Perkins,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
Sammy,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
Mojo,Adoption,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Chocolate/White
Dexter,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
Rex,Adoption,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
Canela,Transfer,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White
Pepe,Adoption,Dog,Neutered Male,8 years,Chihuahua Shorthair/Dachshund,Red
nan,Return_to_owner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,White/Orange
nan,Adoption,Dog,Neutered Male,3 years,Norfolk Terrier Mix,Tan/Red
Zoey,Adoption,Dog,Spayed Female,5 months,Border Collie Mix,Black/White
Maggie,Adoption,Dog,Spayed Female,3 years,English Bulldog Mix,Brown Brindle/White
Liam,Adoption,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
Jack,Return_to_owner,Dog,Neutered Male,6 years,Australian Shepherd Mix,Black/Brown Merle
Lola,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Blue
Eevee,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
Toledo,Adoption,Dog,Neutered Male,5 years,Toy Poodle,White
Neville,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
nan,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico
Checkers,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever/Golden Retriever,Brown
Skoll,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White
Stormie,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow
Sable,Adoption,Dog,Spayed Female,8 months,Boxer Mix,Brown Brindle/White
Cinderella,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
Sisi,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Fawn/Tan
nan,Transfer,Dog,Neutered Male,2 years,Shih Tzu,Black/White
Minion,Return_to_owner,Dog,Neutered Male,2 years,Jack Russell Terrier/Unknown,White/Brown
Taz,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
Bigfoot,Adoption,Cat,Neutered Male,2 months,Maine Coon Mix,Brown Tabby
Randalls Cub,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
Lilo,Return_to_owner,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
Pequena,Died,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/Black
Ace,Adoption,Dog,Neutered Male,1 year,Miniature Poodle Mix,White/Black
Snickrdoodle,Transfer,Dog,Intact Male,8 years,Shih Tzu,Brown/White
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
Cheddar,Return_to_owner,Cat,Neutered Male,4 years,Domestic Longhair Mix,Orange Tabby
Cleo,Return_to_owner,Dog,Spayed Female,3 years,Great Dane Mix,Brown
Spice,Adoption,Dog,Neutered Male,4 years,German Shepherd,Brown/Black
Baxter,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
Mimi,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Tricolor
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
Chai,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan
Margot,Adoption,Dog,Spayed Female,1 year,Black/Tan Hound,Black/Tan
Goldilocks,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
Jane,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
Marilyn,Transfer,Dog,Spayed Female,6 years,West Highland,White
nan,Transfer,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black
Hank,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
